Series ID,Year,Period,Label,Value
CUURS35CSETB,2014,M01,2014 Jan,286.094
CUURS35CSETB,2014,M02,2014 Feb,287.802
CUURS35CSETB,2014,M03,2014 Mar,298.523
CUURS35CSETB,2014,M04,2014 Apr,317.515
CUURS35CSETB,2014,M05,2014 May,325.221
CUURS35CSETB,2014,M06,2014 Jun,320.411
CUURS35CSETB,2014,M07,2014 Jul,316.213
CUURS35CSETB,2014,M08,2014 Aug,299.571
CUURS35CSETB,2014,M09,2014 Sep,298.912
CUURS35CSETB,2014,M10,2014 Oct,282.414
CUURS35CSETB,2014,M11,2014 Nov,253.223
CUURS35CSETB,2014,M12,2014 Dec,223.895
CUURS35CSETB,2015,M01,2015 Jan,186.586
CUURS35CSETB,2015,M02,2015 Feb,193.764
CUURS35CSETB,2015,M03,2015 Mar,202.332
CUURS35CSETB,2015,M04,2015 Apr,206.699
CUURS35CSETB,2015,M05,2015 May,234.871
CUURS35CSETB,2015,M06,2015 Jun,252.170
CUURS35CSETB,2015,M07,2015 Jul,242.030
CUURS35CSETB,2015,M08,2015 Aug,225.391
CUURS35CSETB,2015,M09,2015 Sep,202.094
CUURS35CSETB,2015,M10,2015 Oct,192.506
CUURS35CSETB,2015,M11,2015 Nov,187.602
CUURS35CSETB,2015,M12,2015 Dec,176.674
CUURS35CSETB,2016,M01,2016 Jan,163.405
CUURS35CSETB,2016,M02,2016 Feb,150.260
CUURS35CSETB,2016,M03,2016 Mar,171.279
CUURS35CSETB,2016,M04,2016 Apr,188.876
CUURS35CSETB,2016,M05,2016 May,201.877
CUURS35CSETB,2016,M06,2016 Jun,202.093
CUURS35CSETB,2016,M07,2016 Jul,185.259
CUURS35CSETB,2016,M08,2016 Aug,188.707
CUURS35CSETB,2016,M09,2016 Sep,203.920
CUURS35CSETB,2016,M10,2016 Oct,205.699
CUURS35CSETB,2016,M11,2016 Nov,198.441
CUURS35CSETB,2016,M12,2016 Dec,197.842
CUURS35CSETB,2017,M01,2017 Jan,202.635
CUURS35CSETB,2017,M02,2017 Feb,196.879
CUURS35CSETB,2017,M03,2017 Mar,197.223
CUURS35CSETB,2017,M04,2017 Apr,206.563
CUURS35CSETB,2017,M05,2017 May,197.700
CUURS35CSETB,2017,M06,2017 Jun,197.561
CUURS35CSETB,2017,M07,2017 Jul,200.547
CUURS35CSETB,2017,M08,2017 Aug,204.741
CUURS35CSETB,2017,M09,2017 Sep,248.796
CUURS35CSETB,2017,M10,2017 Oct,222.322
CUURS35CSETB,2017,M11,2017 Nov,214.906
CUURS35CSETB,2017,M12,2017 Dec,206.712
CUURS35CSETB,2018,M01,2018 Jan,218.792
CUURS35CSETB,2018,M02,2018 Feb,219.207
CUURS35CSETB,2018,M03,2018 Mar,222.607
CUURS35CSETB,2018,M04,2018 Apr,236.106
CUURS35CSETB,2018,M05,2018 May,249.013
CUURS35CSETB,2018,M06,2018 Jun,250.284
CUURS35CSETB,2018,M07,2018 Jul,247.009
CUURS35CSETB,2018,M08,2018 Aug,250.329
CUURS35CSETB,2018,M09,2018 Sep,248.677
CUURS35CSETB,2018,M10,2018 Oct,249.246
CUURS35CSETB,2018,M11,2018 Nov,219.715
CUURS35CSETB,2018,M12,2018 Dec,193.958
CUURS35CSETB,2019,M01,2019 Jan,189.593
CUURS35CSETB,2019,M02,2019 Feb,196.383
CUURS35CSETB,2019,M03,2019 Mar,215.023
CUURS35CSETB,2019,M04,2019 Apr,239.700
CUURS35CSETB,2019,M05,2019 May,238.641
CUURS35CSETB,2019,M06,2019 Jun,225.142
CUURS35CSETB,2019,M07,2019 Jul,238.863
CUURS35CSETB,2019,M08,2019 Aug,224.115
CUURS35CSETB,2019,M09,2019 Sep,225.862
CUURS35CSETB,2019,M10,2019 Oct,220.905
CUURS35CSETB,2019,M11,2019 Nov,220.607
CUURS35CSETB,2019,M12,2019 Dec,214.185
CUURS35CSETB,2020,M01,2020 Jan,213.064
CUURS35CSETB,2020,M02,2020 Feb,200.602
CUURS35CSETB,2020,M03,2020 Mar,181.781
CUURS35CSETB,2020,M04,2020 Apr,140.647
CUURS35CSETB,2020,M05,2020 May,144.514
CUURS35CSETB,2020,M06,2020 Jun,162.398
CUURS35CSETB,2020,M07,2020 Jul,178.253
CUURS35CSETB,2020,M08,2020 Aug,173.551
CUURS35CSETB,2020,M09,2020 Sep,180.243
CUURS35CSETB,2020,M10,2020 Oct,176.952
CUURS35CSETB,2020,M11,2020 Nov,172.519
CUURS35CSETB,2020,M12,2020 Dec,179.504
CUURS35CSETB,2021,M01,2021 Jan,195.479
CUURS35CSETB,2021,M02,2021 Feb,209.429
CUURS35CSETB,2021,M03,2021 Mar,237.099
CUURS35CSETB,2021,M04,2021 Apr,238.887
CUURS35CSETB,2021,M05,2021 May,255.976
CUURS35CSETB,2021,M06,2021 Jun,258.110
CUURS35CSETB,2021,M07,2021 Jul,260.595
CUURS35CSETB,2021,M08,2021 Aug,262.851
CUURS35CSETB,2021,M09,2021 Sep,262.606
CUURS35CSETB,2021,M10,2021 Oct,275.098
CUURS35CSETB,2021,M11,2021 Nov,286.006
CUURS35CSETB,2021,M12,2021 Dec,279.288
CUURS35CSETB,2022,M01,2022 Jan,277.543
CUURS35CSETB,2022,M02,2022 Feb,293.160
CUURS35CSETB,2022,M03,2022 Mar,359.349
CUURS35CSETB,2022,M04,2022 Apr,335.758
